,field,phenomenon,paradigm,score,metric,model,seed,step
15908,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.001,acc,pythia-160m-seed7,7,64
15910,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.0,acc,pythia-160m-seed7,7,64
15914,syntax,Island effects,blimp_adjunct_island,0.85,acc,pythia-160m-seed7,7,40000
15916,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.978,acc,pythia-160m-seed7,7,40000
15918,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.991,acc,pythia-160m-seed7,7,40000
15920,syntax,Argument structure,blimp_animate_subject_passive,0.766,acc,pythia-160m-seed7,7,40000
15922,syntax,Argument structure,blimp_animate_subject_trans,0.889,acc,pythia-160m-seed7,7,40000
15924,syntax,Argument structure,blimp_causative,0.706,acc,pythia-160m-seed7,7,40000
15926,syntax,Island effects,blimp_complex_NP_island,0.519,acc,pythia-160m-seed7,7,40000
15928,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.66,acc,pythia-160m-seed7,7,40000
15930,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.741,acc,pythia-160m-seed7,7,40000
15932,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.985,acc,pythia-160m-seed7,7,40000
15934,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.976,acc,pythia-160m-seed7,7,40000
15936,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.918,acc,pythia-160m-seed7,7,40000
15938,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.956,acc,pythia-160m-seed7,7,40000
15940,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.93,acc,pythia-160m-seed7,7,40000
15942,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.907,acc,pythia-160m-seed7,7,40000
15944,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.914,acc,pythia-160m-seed7,7,40000
15946,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.949,acc,pythia-160m-seed7,7,40000
15948,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.823,acc,pythia-160m-seed7,7,40000
15950,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.719,acc,pythia-160m-seed7,7,40000
15952,syntax,Argument structure,blimp_drop_argument,0.809,acc,pythia-160m-seed7,7,40000
15954,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.835,acc,pythia-160m-seed7,7,40000
15956,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.878,acc,pythia-160m-seed7,7,40000
15958,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.825,acc,pythia-160m-seed7,7,40000
15960,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.98,acc,pythia-160m-seed7,7,40000
15962,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.137,acc,pythia-160m-seed7,7,40000
15964,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.909,acc,pythia-160m-seed7,7,40000
15966,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.744,acc,pythia-160m-seed7,7,40000
15968,syntax,Argument structure,blimp_inchoative,0.664,acc,pythia-160m-seed7,7,40000
15970,syntax,Argument structure,blimp_intransitive,0.81,acc,pythia-160m-seed7,7,40000
15972,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.859,acc,pythia-160m-seed7,7,40000
15974,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.938,acc,pythia-160m-seed7,7,40000
15976,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.885,acc,pythia-160m-seed7,7,40000
15978,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.91,acc,pythia-160m-seed7,7,40000
15980,syntax,Island effects,blimp_left_branch_island_echo_question,0.299,acc,pythia-160m-seed7,7,40000
15982,syntax,Island effects,blimp_left_branch_island_simple_question,0.67,acc,pythia-160m-seed7,7,40000
15984,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.646,acc,pythia-160m-seed7,7,40000
15986,semantics,NPI licensing,blimp_npi_present_1,0.575,acc,pythia-160m-seed7,7,40000
15988,semantics,NPI licensing,blimp_npi_present_2,0.66,acc,pythia-160m-seed7,7,40000
15990,semantics,NPI licensing,blimp_only_npi_licensor_present,0.966,acc,pythia-160m-seed7,7,40000
15992,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.796,acc,pythia-160m-seed7,7,40000
15994,syntax,Argument structure,blimp_passive_1,0.888,acc,pythia-160m-seed7,7,40000
15996,syntax,Argument structure,blimp_passive_2,0.878,acc,pythia-160m-seed7,7,40000
15998,syntaxsemantics,Binding,blimp_principle_A_c_command,0.627,acc,pythia-160m-seed7,7,40000
16000,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed7,7,40000
16002,syntaxsemantics,Binding,blimp_principle_A_case_2,0.953,acc,pythia-160m-seed7,7,40000
16004,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.985,acc,pythia-160m-seed7,7,40000
16006,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.854,acc,pythia-160m-seed7,7,40000
16008,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.713,acc,pythia-160m-seed7,7,40000
16010,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.279,acc,pythia-160m-seed7,7,40000
16012,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.948,acc,pythia-160m-seed7,7,40000
16014,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.885,acc,pythia-160m-seed7,7,40000
16016,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.986,acc,pythia-160m-seed7,7,40000
16018,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.659,acc,pythia-160m-seed7,7,40000
16020,syntax,Island effects,blimp_sentential_subject_island,0.289,acc,pythia-160m-seed7,7,40000
16022,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.933,acc,pythia-160m-seed7,7,40000
16024,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.821,acc,pythia-160m-seed7,7,40000
16026,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.612,acc,pythia-160m-seed7,7,40000
16028,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.866,acc,pythia-160m-seed7,7,40000
16030,syntax,Argument structure,blimp_transitive,0.873,acc,pythia-160m-seed7,7,40000
16032,syntax,Filler gap,blimp_wh_island,0.733,acc,pythia-160m-seed7,7,40000
16034,syntax,Filler gap,blimp_wh_questions_object_gap,0.848,acc,pythia-160m-seed7,7,40000
16036,syntax,Filler gap,blimp_wh_questions_subject_gap,0.957,acc,pythia-160m-seed7,7,40000
16038,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.931,acc,pythia-160m-seed7,7,40000
16040,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.968,acc,pythia-160m-seed7,7,40000
16042,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.977,acc,pythia-160m-seed7,7,40000
16044,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.581,acc,pythia-160m-seed7,7,40000
16046,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.241,acc,pythia-160m-seed7,7,40000
16050,syntax,Island effects,blimp_adjunct_island,0.506,acc,pythia-160m-seed7,7,4
16052,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.658,acc,pythia-160m-seed7,7,4
16054,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.544,acc,pythia-160m-seed7,7,4
16056,syntax,Argument structure,blimp_animate_subject_passive,0.562,acc,pythia-160m-seed7,7,4
16058,syntax,Argument structure,blimp_animate_subject_trans,0.766,acc,pythia-160m-seed7,7,4
16060,syntax,Argument structure,blimp_causative,0.437,acc,pythia-160m-seed7,7,4
16062,syntax,Island effects,blimp_complex_NP_island,0.473,acc,pythia-160m-seed7,7,4
16064,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.441,acc,pythia-160m-seed7,7,4
16066,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.561,acc,pythia-160m-seed7,7,4
16068,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.467,acc,pythia-160m-seed7,7,4
16070,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.496,acc,pythia-160m-seed7,7,4
16072,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.488,acc,pythia-160m-seed7,7,4
16074,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.494,acc,pythia-160m-seed7,7,4
16076,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.518,acc,pythia-160m-seed7,7,4
16078,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.478,acc,pythia-160m-seed7,7,4
16080,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.473,acc,pythia-160m-seed7,7,4
16082,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.495,acc,pythia-160m-seed7,7,4
16084,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.537,acc,pythia-160m-seed7,7,4
16086,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.487,acc,pythia-160m-seed7,7,4
16088,syntax,Argument structure,blimp_drop_argument,0.679,acc,pythia-160m-seed7,7,4
16090,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.457,acc,pythia-160m-seed7,7,4
16092,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.299,acc,pythia-160m-seed7,7,4
16094,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.647,acc,pythia-160m-seed7,7,4
16096,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.827,acc,pythia-160m-seed7,7,4
16098,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.709,acc,pythia-160m-seed7,7,4
16100,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.562,acc,pythia-160m-seed7,7,4
16102,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.569,acc,pythia-160m-seed7,7,4
16104,syntax,Argument structure,blimp_inchoative,0.416,acc,pythia-160m-seed7,7,4
16106,syntax,Argument structure,blimp_intransitive,0.536,acc,pythia-160m-seed7,7,4
16108,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.569,acc,pythia-160m-seed7,7,4
16110,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.339,acc,pythia-160m-seed7,7,4
16112,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.501,acc,pythia-160m-seed7,7,4
16114,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.523,acc,pythia-160m-seed7,7,4
16116,syntax,Island effects,blimp_left_branch_island_echo_question,0.311,acc,pythia-160m-seed7,7,4
16118,syntax,Island effects,blimp_left_branch_island_simple_question,0.488,acc,pythia-160m-seed7,7,4
16120,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.31,acc,pythia-160m-seed7,7,4
16122,semantics,NPI licensing,blimp_npi_present_1,0.877,acc,pythia-160m-seed7,7,4
16124,semantics,NPI licensing,blimp_npi_present_2,0.856,acc,pythia-160m-seed7,7,4
16126,semantics,NPI licensing,blimp_only_npi_licensor_present,0.849,acc,pythia-160m-seed7,7,4
16128,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.528,acc,pythia-160m-seed7,7,4
16130,syntax,Argument structure,blimp_passive_1,0.61,acc,pythia-160m-seed7,7,4
16132,syntax,Argument structure,blimp_passive_2,0.581,acc,pythia-160m-seed7,7,4
16134,syntaxsemantics,Binding,blimp_principle_A_c_command,0.406,acc,pythia-160m-seed7,7,4
16136,syntaxsemantics,Binding,blimp_principle_A_case_1,0.206,acc,pythia-160m-seed7,7,4
16138,syntaxsemantics,Binding,blimp_principle_A_case_2,0.494,acc,pythia-160m-seed7,7,4
16140,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.314,acc,pythia-160m-seed7,7,4
16142,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.451,acc,pythia-160m-seed7,7,4
16144,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.504,acc,pythia-160m-seed7,7,4
16146,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.52,acc,pythia-160m-seed7,7,4
16148,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.476,acc,pythia-160m-seed7,7,4
16150,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.537,acc,pythia-160m-seed7,7,4
16152,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.419,acc,pythia-160m-seed7,7,4
16154,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.483,acc,pythia-160m-seed7,7,4
16156,syntax,Island effects,blimp_sentential_subject_island,0.473,acc,pythia-160m-seed7,7,4
16158,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.359,acc,pythia-160m-seed7,7,4
16160,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.269,acc,pythia-160m-seed7,7,4
16162,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.476,acc,pythia-160m-seed7,7,4
16164,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.551,acc,pythia-160m-seed7,7,4
16166,syntax,Argument structure,blimp_transitive,0.522,acc,pythia-160m-seed7,7,4
16168,syntax,Filler gap,blimp_wh_island,0.339,acc,pythia-160m-seed7,7,4
16170,syntax,Filler gap,blimp_wh_questions_object_gap,0.625,acc,pythia-160m-seed7,7,4
16172,syntax,Filler gap,blimp_wh_questions_subject_gap,0.561,acc,pythia-160m-seed7,7,4
16174,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.567,acc,pythia-160m-seed7,7,4
16176,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.578,acc,pythia-160m-seed7,7,4
16178,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.581,acc,pythia-160m-seed7,7,4
16180,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.414,acc,pythia-160m-seed7,7,4
16182,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.409,acc,pythia-160m-seed7,7,4
16186,syntax,Island effects,blimp_adjunct_island,0.506,acc,pythia-160m-seed7,7,2
16188,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.651,acc,pythia-160m-seed7,7,2
16190,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.544,acc,pythia-160m-seed7,7,2
16192,syntax,Argument structure,blimp_animate_subject_passive,0.563,acc,pythia-160m-seed7,7,2
16194,syntax,Argument structure,blimp_animate_subject_trans,0.767,acc,pythia-160m-seed7,7,2
16196,syntax,Argument structure,blimp_causative,0.437,acc,pythia-160m-seed7,7,2
16198,syntax,Island effects,blimp_complex_NP_island,0.471,acc,pythia-160m-seed7,7,2
16200,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.441,acc,pythia-160m-seed7,7,2
16202,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.566,acc,pythia-160m-seed7,7,2
16204,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.465,acc,pythia-160m-seed7,7,2
16206,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.494,acc,pythia-160m-seed7,7,2
16208,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.482,acc,pythia-160m-seed7,7,2
16210,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.497,acc,pythia-160m-seed7,7,2
16212,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.516,acc,pythia-160m-seed7,7,2
16214,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.479,acc,pythia-160m-seed7,7,2
16216,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.476,acc,pythia-160m-seed7,7,2
16218,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.492,acc,pythia-160m-seed7,7,2
16220,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.539,acc,pythia-160m-seed7,7,2
16222,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.483,acc,pythia-160m-seed7,7,2
16224,syntax,Argument structure,blimp_drop_argument,0.681,acc,pythia-160m-seed7,7,2
16226,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.455,acc,pythia-160m-seed7,7,2
16228,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.302,acc,pythia-160m-seed7,7,2
16230,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.653,acc,pythia-160m-seed7,7,2
16232,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.818,acc,pythia-160m-seed7,7,2
16234,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.694,acc,pythia-160m-seed7,7,2
16236,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.558,acc,pythia-160m-seed7,7,2
16238,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.57,acc,pythia-160m-seed7,7,2
16240,syntax,Argument structure,blimp_inchoative,0.417,acc,pythia-160m-seed7,7,2
16242,syntax,Argument structure,blimp_intransitive,0.534,acc,pythia-160m-seed7,7,2
16244,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.563,acc,pythia-160m-seed7,7,2
16246,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.343,acc,pythia-160m-seed7,7,2
16248,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.502,acc,pythia-160m-seed7,7,2
16250,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.52,acc,pythia-160m-seed7,7,2
16252,syntax,Island effects,blimp_left_branch_island_echo_question,0.313,acc,pythia-160m-seed7,7,2
16254,syntax,Island effects,blimp_left_branch_island_simple_question,0.489,acc,pythia-160m-seed7,7,2
16256,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.389,acc,pythia-160m-seed7,7,2
16258,semantics,NPI licensing,blimp_npi_present_1,0.873,acc,pythia-160m-seed7,7,2
16260,semantics,NPI licensing,blimp_npi_present_2,0.854,acc,pythia-160m-seed7,7,2
16262,semantics,NPI licensing,blimp_only_npi_licensor_present,0.853,acc,pythia-160m-seed7,7,2
16264,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.52,acc,pythia-160m-seed7,7,2
16266,syntax,Argument structure,blimp_passive_1,0.616,acc,pythia-160m-seed7,7,2
16268,syntax,Argument structure,blimp_passive_2,0.577,acc,pythia-160m-seed7,7,2
16270,syntaxsemantics,Binding,blimp_principle_A_c_command,0.403,acc,pythia-160m-seed7,7,2
16272,syntaxsemantics,Binding,blimp_principle_A_case_1,0.194,acc,pythia-160m-seed7,7,2
16274,syntaxsemantics,Binding,blimp_principle_A_case_2,0.493,acc,pythia-160m-seed7,7,2
16276,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.309,acc,pythia-160m-seed7,7,2
16278,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.449,acc,pythia-160m-seed7,7,2
16280,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.504,acc,pythia-160m-seed7,7,2
16282,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.519,acc,pythia-160m-seed7,7,2
16284,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.479,acc,pythia-160m-seed7,7,2
16286,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.538,acc,pythia-160m-seed7,7,2
16288,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.409,acc,pythia-160m-seed7,7,2
16290,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.494,acc,pythia-160m-seed7,7,2
16292,syntax,Island effects,blimp_sentential_subject_island,0.464,acc,pythia-160m-seed7,7,2
16294,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.37,acc,pythia-160m-seed7,7,2
16296,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.256,acc,pythia-160m-seed7,7,2
16298,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.474,acc,pythia-160m-seed7,7,2
16300,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.549,acc,pythia-160m-seed7,7,2
16302,syntax,Argument structure,blimp_transitive,0.514,acc,pythia-160m-seed7,7,2
16304,syntax,Filler gap,blimp_wh_island,0.337,acc,pythia-160m-seed7,7,2
16306,syntax,Filler gap,blimp_wh_questions_object_gap,0.593,acc,pythia-160m-seed7,7,2
16308,syntax,Filler gap,blimp_wh_questions_subject_gap,0.532,acc,pythia-160m-seed7,7,2
16310,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.538,acc,pythia-160m-seed7,7,2
16312,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.546,acc,pythia-160m-seed7,7,2
16314,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.554,acc,pythia-160m-seed7,7,2
16316,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.443,acc,pythia-160m-seed7,7,2
16318,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.435,acc,pythia-160m-seed7,7,2
16322,syntax,Island effects,blimp_adjunct_island,0.445,acc,pythia-160m-seed9,9,32
16324,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.8,acc,pythia-160m-seed9,9,32
16326,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.599,acc,pythia-160m-seed9,9,32
16328,syntax,Argument structure,blimp_animate_subject_passive,0.581,acc,pythia-160m-seed9,9,32
16330,syntax,Argument structure,blimp_animate_subject_trans,0.815,acc,pythia-160m-seed9,9,32
16332,syntax,Argument structure,blimp_causative,0.453,acc,pythia-160m-seed9,9,32
16334,syntax,Island effects,blimp_complex_NP_island,0.547,acc,pythia-160m-seed9,9,32
16336,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.542,acc,pythia-160m-seed9,9,32
16338,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.455,acc,pythia-160m-seed9,9,32
16340,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.5,acc,pythia-160m-seed9,9,32
16342,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.489,acc,pythia-160m-seed9,9,32
16344,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.485,acc,pythia-160m-seed9,9,32
16346,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.53,acc,pythia-160m-seed9,9,32
16348,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.476,acc,pythia-160m-seed9,9,32
16350,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.462,acc,pythia-160m-seed9,9,32
16352,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.536,acc,pythia-160m-seed9,9,32
16354,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.495,acc,pythia-160m-seed9,9,32
16356,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.458,acc,pythia-160m-seed9,9,32
16358,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.523,acc,pythia-160m-seed9,9,32
16360,syntax,Argument structure,blimp_drop_argument,0.645,acc,pythia-160m-seed9,9,32
16362,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.682,acc,pythia-160m-seed9,9,32
16364,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.343,acc,pythia-160m-seed9,9,32
16366,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.664,acc,pythia-160m-seed9,9,32
16368,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.814,acc,pythia-160m-seed9,9,32
16370,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.44,acc,pythia-160m-seed9,9,32
16372,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.398,acc,pythia-160m-seed9,9,32
16374,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.593,acc,pythia-160m-seed9,9,32
16376,syntax,Argument structure,blimp_inchoative,0.401,acc,pythia-160m-seed9,9,32
16378,syntax,Argument structure,blimp_intransitive,0.531,acc,pythia-160m-seed9,9,32
16380,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.713,acc,pythia-160m-seed9,9,32
16382,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.275,acc,pythia-160m-seed9,9,32
16384,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.54,acc,pythia-160m-seed9,9,32
16386,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.48,acc,pythia-160m-seed9,9,32
16388,syntax,Island effects,blimp_left_branch_island_echo_question,0.295,acc,pythia-160m-seed9,9,32
16390,syntax,Island effects,blimp_left_branch_island_simple_question,0.554,acc,pythia-160m-seed9,9,32
16392,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.029,acc,pythia-160m-seed9,9,32
16394,semantics,NPI licensing,blimp_npi_present_1,0.531,acc,pythia-160m-seed9,9,32
16396,semantics,NPI licensing,blimp_npi_present_2,0.507,acc,pythia-160m-seed9,9,32
16398,semantics,NPI licensing,blimp_only_npi_licensor_present,0.0,acc,pythia-160m-seed9,9,32
16400,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.344,acc,pythia-160m-seed9,9,32
16402,syntax,Argument structure,blimp_passive_1,0.588,acc,pythia-160m-seed9,9,32
16404,syntax,Argument structure,blimp_passive_2,0.608,acc,pythia-160m-seed9,9,32
16406,syntaxsemantics,Binding,blimp_principle_A_c_command,0.417,acc,pythia-160m-seed9,9,32
16408,syntaxsemantics,Binding,blimp_principle_A_case_1,0.548,acc,pythia-160m-seed9,9,32
16410,syntaxsemantics,Binding,blimp_principle_A_case_2,0.481,acc,pythia-160m-seed9,9,32
16412,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.589,acc,pythia-160m-seed9,9,32
16414,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.396,acc,pythia-160m-seed9,9,32
16416,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.508,acc,pythia-160m-seed9,9,32
16418,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.464,acc,pythia-160m-seed9,9,32
16420,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.443,acc,pythia-160m-seed9,9,32
16422,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.504,acc,pythia-160m-seed9,9,32
16424,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.999,acc,pythia-160m-seed9,9,32
16426,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.572,acc,pythia-160m-seed9,9,32
16428,syntax,Island effects,blimp_sentential_subject_island,0.453,acc,pythia-160m-seed9,9,32
16430,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.9,acc,pythia-160m-seed9,9,32
16432,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.758,acc,pythia-160m-seed9,9,32
16434,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.479,acc,pythia-160m-seed9,9,32
16436,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.544,acc,pythia-160m-seed9,9,32
